EN_YEAR,EN_QUARTER,EN_MONTH,TOTAL,EN_DLI_PROVINCE_TERRITORY,EN_ADMIN_TYPE,EN_DESIGNATED_LEARNING_INSTITUTION
2023,Q3,Aug,5,Ontario,Private Institution,CanNorth College of Health Business and Technology
2022,Q3,Sep,--,Ontario,Private Institution,Foundation for Montessori Education
2017,Q1,Feb,--,Ontario,Public Institution,Loyalist College of Applied Arts and Technology
2022,Q1,Feb,--,Ontario,Private Institution,Epic College of Technology Inc
2015,Q3,Aug,--,Ontario,Private Institution,Brampton Flight Centre
2021,Q3,Aug,--,Ontario,Private Institution,CCEC Canadian Career Education College Ltd
2018,Q4,Dec,--,Ontario,Private Institution,Academy of Learning - Mississauga
2023,Q3,Jul,--,Ontario,Private Institution,Durham Flight Centre Inc
2015,Q4,Oct,--,Ontario,Private Institution,Herzing College
2018,Q4,Nov,--,Ontario,Private Institution,Université Saint-Paul St Paul University
2022,Q1,Mar,--,Ontario,Private Institution,Hansa Language Centre Inc
2017,Q1,Jan,--,Ontario,Private Institution,Toronto Art Therapy Institute
2023,Q2,May,--,Ontario,Private Institution,Academy of Learning College - Kingston
2019,Q4,Dec,--,Ontario,Private Institution,University of St Michael's college
2019,Q4,Nov,--,Ontario,Private Institution,Oxford College of Arts Business And Technology Inc
2020,Q1,Feb,--,Ontario,Private Institution,Huron University College
2019,Q1,Mar,5,Ontario,Private Institution,Brescia University College
2022,Q4,Dec,--,Ontario,Private Institution,Thompson Career College Of Health and Business
2020,Q1,Feb,5,Ontario,Private Institution,MLC College of Business Technology and Healthcare
2025,Q1,Jan,15,Ontario,Private Institution,Ontario College of Business and Technology
2015,Q1,Mar,10,Ontario,Private Institution,ILAC International College
2021,Q4,Nov,--,Ontario,Private Institution,Metalworks Institute of Sound and Music Production
2016,Q1,Jan,--,Ontario,Private Institution,APLUS Institute
2023,Q4,Nov,--,Ontario,Private Institution,CanNorth College of Health Business and Technology
2024,Q1,Mar,35,Ontario,Private Institution,North American School of Information Technology Inc NASIT
2019,Q1,Mar,25,Ontario,Public Institution,Confederation College of Applied Arts and Technology
2018,Q3,Jul,20,Ontario,Private Institution,Greystone College of Business and Technology Toronto Inc
2018,Q1,Feb,10,Ontario,Private Institution,Eastview College Business Health Technology
2015,Q4,Oct,5,Ontario,Public Institution,Northern College
2021,Q4,Nov,10,Ontario,Private Institution,NewCastle College of Business and Technology
2016,Q2,Apr,--,Ontario,Private Institution,Academy of Learning - Mississauga
2018,Q3,Sep,--,Ontario,Private Institution,Ottawa Aviation Services
2017,Q3,Jul,5,Ontario,Public Institution,Sault College
2016,Q2,May,--,Ontario,Private Institution,Anderson College
2025,Q4,Dec,--,Ontario,Private Institution,Atlantic Career College
2023,Q4,Dec,--,Ontario,Private Institution,Marca College of Hair and Esthetics
2021,Q3,Jul,--,Ontario,Private Institution,Certcana Systems Institute
2017,Q1,Feb,--,Ontario,Private Institution,Central College of Business and Technology
2019,Q3,Sep,--,Ontario,Private Institution,Foundation for Montessori Education
2022,Q1,Mar,5,Ontario,Private Institution,Academy of Learning - Mississauga
2020,Q2,Apr,--,Ontario,Private Institution,MLC College of Business Technology and Healthcare
2016,Q2,May,--,Ontario,Private Institution,Academy of Learning College - Toronto
2019,Q3,Sep,--,Ontario,Private Institution,Renison University College
2024,Q2,Apr,--,Ontario,Private Institution,UMS Healthcare College
2019,Q3,Aug,--,Ontario,Private Institution,Toronto International Business College
2017,Q4,Nov,20,Ontario,Public Institution,La Cité collégiale
2022,Q4,Nov,10,Ontario,Private Institution,IBT College
2024,Q2,Apr,--,Ontario,Private Institution,Career College Group
2020,Q2,Jun,--,Ontario,Private Institution,Flair College of Management and Technology
2023,Q4,Dec,5,Ontario,Private Institution,Ace Acumen Academy
2015,Q3,Sep,--,Ontario,Private Institution,Anderson College of Health Business and Technology
2018,Q3,Jul,--,Ontario,Private Institution,CanNorth College of Health Business and Technology
2016,Q2,Apr,--,Ontario,Private Institution,The Culinary Arts School of Ontario Ltd oa Chef School
2017,Q3,Aug,--,Ontario,Private Institution,BIZTECH INSTITUTE INC
2016,Q4,Dec,--,Ontario,Private Institution,Sunview College Business Technology Healthcare
2021,Q3,Jul,--,Ontario,Private Institution,Upper Madison College of Advanced Language Learning and Skill Development
2019,Q4,Nov,--,Ontario,Private Institution,International Language Academy of Canada
2018,Q4,Nov,235,Ontario,Public Institution,University of Waterloo
2019,Q4,Oct,120,Ontario,Public Institution,The Algonquin College of Applied Learning and Technology
2018,Q4,Nov,160,Ontario,Public Institution,The Algonquin College of Applied Learning and Technology
2022,Q4,Oct,110,Ontario,Public Institution,Western University
2022,Q1,Jan,255,Ontario,Public Institution,McMaster University
2017,Q3,Jul,205,Ontario,Public Institution,Université d'Ottawa University of Ottawa
2022,Q2,Apr,535,Ontario,Public Institution,Georgian College at ILAC International College
2016,Q1,Jan,175,Ontario,Public Institution,Université d'Ottawa University of Ottawa
2021,Q1,Feb,375,Ontario,Public Institution,Canadore College of Applied Arts and Technology College Drive Campus North Bay ON
2015,Q3,Sep,55,Ontario,Public Institution,Confederation College of Applied Arts and Technology
2024,Q1,Jan,200,Ontario,Public Institution,Toronto Metropolitan University
2024,Q4,Oct,15,Ontario,Private Institution,Université Saint-Paul St Paul University
2017,Q3,Sep,215,Ontario,Public Institution,St Lawrence College
2018,Q2,Apr,560,Ontario,Public Institution,Seneca College of Applied Arts and Technology
2016,Q4,Nov,170,Ontario,Public Institution,Fanshawe College
2024,Q4,Oct,--,Ontario,Private Institution,CITY COLLEGE OF BUSINESS HEALTH TECHNOLOGY
2020,Q3,Jul,95,Ontario,Public Institution,St Lawrence College
2016,Q3,Sep,--,Ontario,Private Institution,Toronto Montessori Institute
2025,Q1,Jan,160,Ontario,Public Institution,University of Windsor
2019,Q2,Jun,--,Ontario,Private Institution,Liaison College - Brampton
2017,Q1,Mar,105,Ontario,Public Institution,Humber College Institute of Technology and Advanced Learning Humber Lakeshore Campus
2017,Q2,May,--,Ontario,Private Institution,Upper Madison College of Advanced Language Learning and Skill Development
2018,Q2,Apr,5,Ontario,Private Institution,Sunview College Business Technology Healthcare
2015,Q1,Jan,20,Ontario,Public Institution,Durham College of Applied Arts and Technology
2023,Q3,Jul,--,Ontario,Private Institution,Academy of Learning College-Lawrence
2023,Q1,Feb,--,Ontario,Private Institution,Toronto College of Dental Hygiene and Auxiliaries Inc
2023,Q2,Jun,--,Ontario,Private Institution,Harris Institute for The Arts
2023,Q3,Aug,--,Ontario,Private Institution,Academy of Applied Pharmaceutical Sciences
2015,Q4,Nov,--,Ontario,Private Institution,Canadian College of Educators
2015,Q3,Sep,--,Ontario,Private Institution,Toronto Institute of Pharmaceutical Technology
2023,Q3,Sep,--,Ontario,Private Institution,Kaplan International Languages
2024,Q1,Mar,40,Ontario,Public Institution,Collège Boréal
2021,Q4,Nov,285,Ontario,Public Institution,Lambton College
2022,Q4,Dec,2460,Ontario,Public Institution,Fanshawe College
2016,Q3,Sep,295,Ontario,Public Institution,Queen's University
2022,Q1,Feb,345,Ontario,Public Institution,George Brown College
2025,Q1,Feb,170,Ontario,Public Institution,Mohawk College of Applied Arts and Technology
2019,Q2,Jun,180,Ontario,Public Institution,Queen's University
2020,Q3,Sep,1045,Ontario,Public Institution,Conestoga College
2017,Q3,Jul,150,Ontario,Public Institution,St Clair College
2021,Q2,Jun,170,Ontario,Public Institution,Georgian College
2020,Q2,Jun,115,Ontario,Public Institution,Carleton University
2024,Q3,Aug,240,Ontario,Public Institution,Ontario Tech University
2020,Q3,Aug,--,Ontario,Private Institution,Toronto Economics and Management College
2021,Q1,Feb,--,Ontario,Private Institution,APLUS Institute
2015,Q4,Oct,--,Ontario,Private Institution,Renison University College
2020,Q3,Jul,--,Ontario,Private Institution,Toronto Economics and Management College
2019,Q1,Feb,--,Ontario,Private Institution,CANADIAN COLLEGE OF BUSINESS SCIENCE AND TECHNOLOGY
2022,Q1,Jan,--,Ontario,Private Institution,Certcana Systems Institute
2023,Q2,Jun,--,Ontario,Private Institution,Canadian College of Naturopathic Medicine
2018,Q4,Oct,--,Ontario,Private Institution,Randolph College for the Performing Arts
2022,Q4,Oct,--,Ontario,Private Institution,Knox College
2021,Q2,Jun,--,Ontario,Private Institution,CTS Canadian Career College Inc
2020,Q2,May,--,Ontario,Private Institution,Canadian College of Naturopathic Medicine
2020,Q4,Nov,--,Ontario,Private Institution,Harris Institute for The Arts
2016,Q4,Dec,35,Ontario,Public Institution,Toronto Metropolitan University
2025,Q2,May,115,Ontario,Public Institution,Cambrian College of Applied Arts and Technology
2021,Q2,Jun,--,Ontario,Private Institution,Liaison College - Brampton
2015,Q2,Jun,--,Ontario,Private Institution,Upper Madison College of Advanced Language Learning and Skill Development
2016,Q1,Mar,10,Ontario,Private Institution,IBT College
2020,Q4,Nov,--,Ontario,Private Institution,Knox College
2024,Q4,Dec,--,Ontario,Private Institution,Brampton Flight Centre
2024,Q3,Sep,15,Ontario,Private Institution,Academy of Learning Career and Business College - Owen Sound
2017,Q3,Aug,--,Ontario,Private Institution,Adler Graduate Professional School
2019,Q4,Dec,5,Ontario,Private Institution,Flair College of Management and Technology
2015,Q1,Jan,--,Ontario,Public Institution,Sault College
2015,Q4,Dec,50,Ontario,Public Institution,University of Guelph
2016,Q4,Oct,15,Ontario,Public Institution,OCAD University
2019,Q1,Mar,10,Ontario,Public Institution,Ontario Tech University
2015,Q2,Jun,5,Ontario,Private Institution,International Institute of Travel and Business
2018,Q2,Apr,--,Ontario,Private Institution,triOS College
2024,Q4,Nov,--,Ontario,Public Institution,Université de l'Ontario français
2022,Q3,Aug,--,Ontario,Private Institution,Kaplan International Languages
2020,Q4,Dec,--,Ontario,Private Institution,Oxford College of Arts Business And Technology Inc
2022,Q1,Mar,--,Ontario,Private Institution,Canadian Memorial Chiropractic College CMCC
2016,Q3,Jul,--,Ontario,Private Institution,CIMT College
2023,Q3,Jul,--,Ontario,Private Institution,Eastview College Business Health Technology
2021,Q4,Nov,--,Ontario,Private Institution,Epic College of Technology Inc
2024,Q4,Nov,--,Ontario,Private Institution,Ontario Institute of Health and Innovation
2018,Q3,Jul,--,Ontario,Private Institution,National Institute of Hairstyling and Advanced Aesthetics
2024,Q2,Apr,--,Ontario,Private Institution,Computek College of Business Healthcare and Technology
2023,Q4,Dec,280,Ontario,Public Institution,Laurentian University
2018,Q1,Jan,170,Ontario,Public Institution,University of Waterloo
2018,Q1,Jan,15,Ontario,Public Institution,Algoma University
2023,Q1,Jan,75,Ontario,Public Institution,Brock University
2020,Q1,Jan,235,Ontario,Public Institution,Niagara College Canada
2015,Q3,Aug,90,Ontario,Public Institution,Laurentian University
2024,Q2,May,75,Ontario,Public Institution,Queen's University
2023,Q1,Mar,10,Ontario,Private Institution,ABC Access Business College
2024,Q2,Apr,5,Ontario,Private Institution,Université Saint-Paul St Paul University
2018,Q1,Feb,15,Ontario,Private Institution,International Institute of Travel and Business
2025,Q3,Sep,50,Ontario,Public Institution,Confederation College of Applied Arts and Technology
2020,Q2,May,45,Ontario,Public Institution,Confederation College of Applied Arts and Technology
2025,Q3,Aug,620,Ontario,Public Institution,McMaster University
2018,Q4,Dec,870,Ontario,Public Institution,Northern College
2015,Q1,Feb,--,Ontario,Private Institution,Quest Language Studies
2015,Q2,May,155,Ontario,Public Institution,York University
2024,Q2,Jun,50,Ontario,Public Institution,Brock University
2023,Q4,Dec,15,Ontario,Private Institution,Ontario Institute of Health and Innovation
2015,Q4,Oct,--,Ontario,Private Institution,Canadian College for Higher Studies
2025,Q3,Aug,--,Ontario,Private Institution,Northern College at Pures College of Technology
2019,Q3,Sep,--,Ontario,Private Institution,Canada College of Education
2016,Q3,Sep,--,Ontario,Private Institution,Sprott Shaw Language College Ontario Corp
2024,Q2,Apr,20,Ontario,Private Institution,Evergreen College
2023,Q3,Aug,5,Ontario,Private Institution,Canadian Business Skills College of Technology
2016,Q4,Dec,--,Ontario,Private Institution,Ottawa Aviation Services
2016,Q4,Oct,5,Ontario,Private Institution,International Language Academy of Canada
2024,Q2,Apr,--,Ontario,Private Institution,canadian flyers international college
2015,Q1,Mar,--,Ontario,Private Institution,School of Toronto Dance Theatre
2016,Q3,Aug,--,Ontario,Private Institution,JRS College of Business and Health Care Inc
2025,Q3,Jul,60,Ontario,Public Institution,Lakehead University
2021,Q4,Dec,--,Ontario,Private Institution,Royal Canadian Institute of International Studies
2019,Q4,Nov,50,Ontario,Public Institution,University of Windsor
2024,Q1,Feb,25,Ontario,Public Institution,Laurentian University
2024,Q2,May,15,Ontario,Private Institution,Academy of Learning Career and Business College - Brampton
2018,Q4,Oct,5,Ontario,Private Institution,Université Saint-Paul St Paul University
2018,Q3,Aug,15,Ontario,Private Institution,CIMT College
2016,Q4,Nov,--,Ontario,Private Institution,Academy of Learning College - Hamilton
2017,Q1,Mar,--,Ontario,Private Institution,Knox College
2024,Q1,Jan,--,Ontario,Private Institution,Certcana Systems Institute
2024,Q1,Jan,--,Ontario,Private Institution,Wycliffe College
2016,Q3,Aug,1425,Ontario,Public Institution,The Sheridan College Institute of Technology and Advanced Learning
2021,Q1,Jan,345,Ontario,Public Institution,Fanshawe College
2017,Q4,Nov,280,Ontario,Public Institution,Fanshawe College
2016,Q1,Mar,60,Ontario,Public Institution,Conestoga College
2019,Q2,Apr,350,Ontario,Public Institution,St Lawrence College
2024,Q4,Oct,65,Ontario,Private Institution,NewCastle College of Business and Technology
2025,Q4,Oct,50,Ontario,Public Institution,Loyalist College of Applied Arts and Technology
2018,Q1,Feb,--,Ontario,Private Institution,Toronto School of Management
2020,Q4,Dec,50,Ontario,Public Institution,Toronto Metropolitan University
2019,Q2,May,115,Ontario,Public Institution,Georgian College
2016,Q4,Dec,85,Ontario,Public Institution,McMaster University
2022,Q2,Jun,30,Ontario,Private Institution,King's University College at Western University
2022,Q4,Dec,20,Ontario,Private Institution,Academy of Learning College - Hamilton
2025,Q4,Nov,20,Ontario,Public Institution,Fleming College at Trebas Institute Ontario Inc
2021,Q4,Nov,5,Ontario,Private Institution,Canada Christian College
2016,Q1,Feb,35,Ontario,Public Institution,University of Guelph
2017,Q3,Sep,55,Ontario,Private Institution,ILAC International College
2016,Q3,Aug,5,Ontario,Private Institution,Tyndale University
2022,Q4,Dec,15,Ontario,Private Institution,Wilfrid Laurier International College
2024,Q3,Aug,10,Ontario,Public Institution,Sheridan College at Canadian College of Technology and Trades
2024,Q1,Mar,5,Ontario,Public Institution,Sheridan College at Canadian College of Technology and Trades
2022,Q2,May,--,Ontario,Private Institution,Brescia University College
2015,Q3,Sep,--,Ontario,Private Institution,Willowbank School of Restoration Arts
2015,Q4,Dec,--,Ontario,Private Institution,Royal Canadian college of massage therapy
2020,Q3,Sep,--,Ontario,Private Institution,Tyndale University
2016,Q2,Apr,--,Ontario,Private Institution,Willis College of Business Technology Healthcare
2017,Q4,Nov,--,Ontario,Private Institution,Heritage College and Seminary
2018,Q3,Aug,--,Ontario,Private Institution,Avola College Of Hairstyling and Esthetics
2021,Q4,Nov,40,Ontario,Public Institution,Fleming College
2025,Q2,May,65,Ontario,Public Institution,Algoma University
2025,Q2,May,170,Ontario,Public Institution,University of Waterloo
